state,county,race,cand,mean,sd,ci_95_lower,ci_95_upper
AK,Aleutians East Borough,vap_black,gov_18_dem_beg,0.5117570780137237,0.23143864471945252,0.07759387788843758,0.9208954400874538
AK,Aleutians East Borough,vap_hisp,gov_18_rep_dun,0.44024703985141805,0.19878518999417671,0.08846042616253698,0.8326096759670695
AK,Aleutians East Borough,vap_hisp,gov_18_dem_beg,0.5597529601485821,0.19878518999417671,0.1673903240329306,0.9115395738374628
AK,Aleutians East Borough,vap_oth,gov_18_rep_dun,0.46226767287513826,0.10199823789420036,0.27066305489308096,0.6646572056991427
AK,Aleutians East Borough,vap_oth,gov_18_dem_beg,0.5377323271248616,0.10199823789420036,0.33534279430085745,0.7293369451069186
AK,Aleutians East Borough,vap_white,pre_20_rep_tru,0.584589525814291,0.17371333754182056,0.23520607976854732,0.8987020106982285
AK,Aleutians East Borough,vap_white,pre_20_dem_bid,0.41541047418570887,0.17371333754182056,0.10129798930177154,0.7647939202314527
AK,Aleutians East Borough,vap_black,pre_20_rep_tru,0.4832390764052348,0.22906103918495568,0.08278695339271337,0.9178245785648051
AK,Aleutians East Borough,vap_black,pre_20_dem_bid,0.5167609235947651,0.22906103918495568,0.0821754214351948,0.9172130466072862
AK,Aleutians East Borough,vap_hisp,pre_20_rep_tru,0.4415126792775101,0.19629718469481103,0.09984392760722063,0.8428067343322354
AK,Aleutians East Borough,vap_hisp,pre_20_dem_bid,0.55848732072249,0.19629718469481103,0.15719326566776448,0.9001560723927795
AK,Aleutians East Borough,vap_oth,pre_20_rep_tru,0.6980579428522972,0.09621633886729888,0.508122090459762,0.8770024612848928
AK,Aleutians East Borough,vap_oth,pre_20_dem_bid,0.3019420571477027,0.09621633886729888,0.12299753871510744,0.49187790954023813
AK,Aleutians East Borough,vap_white,uss_20_rep_sul,0.5740022023912121,0.16669504689872533,0.251962163641449,0.8954342223717525
AK,Aleutians East Borough,vap_white,uss_20_dem_gro,0.42599779760878786,0.16669504689872533,0.10456577762824752,0.7480378363585513
AK,Aleutians East Borough,vap_black,uss_20_rep_sul,0.5353535303686925,0.22863663193154865,0.0947179098171584,0.9307098091429756
AK,Aleutians East Borough,vap_black,uss_20_dem_gro,0.4646464696313076,0.22863663193154865,0.06929019085702443,0.9052820901828412
AK,Aleutians East Borough,vap_hisp,uss_20_rep_sul,0.6001518859188063,0.18392904991863696,0.22457718999137025,0.92712489210459
AK,Aleutians East Borough,vap_hisp,uss_20_dem_gro,0.39984811408119375,0.18392904991863696,0.07287510789541042,0.7754228100086298
